TaskID,TaskType,MachineID,MachineType,MachineAgeYears,OperatorID,OperatorSkillLevel,OperatorExperienceYears,WeatherCondition,AmbientTemperatureC,HumidityPercent,WindSpeedKph,SiteTerrainType,MaterialType,LoadVolumeM3,DistanceCoveredM,TimeOfDay,ShiftHoursElapsed,NumberOfBreaks,PriorTaskDelayMin,IdlingDuringTaskMin,FuelConsumedDuringTaskL,EstimatedTimeMin,ActualTimeMin,SafetyIncidentDuringTask
T01744,Earth Excavation,LDR003,Loader,8,OP005,Intermediate,3,Cloudy,19.40,48.80,7.53,Rocky,Rock,14.75,428.28,Evening,4.93,2,6.11,0.00,6.29,72.45,93.01,No
T01745,Compacting,DMP001,DumpTruck,6,OP015,Expert,9,Sunny,20.12,62.97,0.00,Hilly,Rock,22.07,150.88,Night,5.33,3,15.69,10.56,4.00,63.25,63.55,No
T01746,Digging,LDR002,Loader,4,OP019,Intermediate,6,Sunny,22.91,63.80,20.81,Hilly,Soil,13.41,126.31,Afternoon,2.79,3,5.78,2.80,3.79,57.50,67.61,No
T01747,Compacting,EXC002,Excavator,2,OP018,Intermediate,4,Sunny,19.08,42.86,8.72,Sandy,Rock,54.83,113.71,Evening,1.88,2,8.69,8.26,3.67,60.50,67.36,No
T01748,Earth Excavation,DMP001,DumpTruck,6,OP011,Intermediate,3,Rainy,26.09,99.06,15.89,Rocky,Sand,50.08,474.87,Morning,5.89,1,7.12,5.76,5.80,79.35,93.73,Yes
T01749,Material Loading,BLD002,Bulldozer,5,OP015,Expert,9,Sunny,9.90,58.08,12.87,Muddy,Sand,12.77,302.67,Evening,7.86,2,0.01,4.91,2.39,36.00,44.69,No
T01750,Lifting,CRN001,Crane,3,OP016,Expert,10,Rainy,12.23,88.89,5.67,Muddy,Rock,5.03,84.21,Night,2.50,3,7.19,6.49,3.39,55.20,57.77,No
T01751,Digging,GRD001,Grader,6,OP004,Beginner,1,Windy,15.73,66.21,32.73,Hilly,Rock,29.04,92.24,Evening,6.42,1,5.61,8.40,5.39,63.25,100.71,Yes
T01752,Demolition,GRD002,Grader,6,OP013,Intermediate,3,Sunny,19.09,39.31,19.82,Rocky,Sand,33.00,171.43,Morning,8.15,0,6.25,8.87,7.80,103.50,126.78,No
T01753,Earth Excavation,LDR001,Loader,1,OP012,Beginner,2,Sunny,19.61,55.79,5.74,Sandy,Sand,16.12,384.64,Evening,1.95,2,6.53,12.01,5.12,66.00,90.64,No
T01754,Demolition,LDR002,Loader,4,OP012,Beginner,2,Sunny,24.95,27.48,21.16,Hilly,Sand,27.53,215.21,Morning,0.16,0,2.53,5.13,8.57,103.50,147.87,No
T01755,Compacting,GRD001,Grader,6,OP012,Beginner,2,Sunny,25.19,58.12,4.22,Hilly,Debris,13.12,315.86,Afternoon,7.21,2,0.00,6.55,5.84,63.25,100.45,No
T01756,Compacting,CRN001,Crane,3,OP009,Beginner,2,Cloudy,24.70,47.37,5.19,Muddy,Rock,11.76,333.27,Afternoon,7.30,3,8.07,12.82,6.13,69.30,104.10,Yes
T01757,Trenching,EXC002,Excavator,2,OP017,Intermediate,6,Sunny,17.70,46.39,12.72,Hilly,Rock,11.60,425.65,Evening,2.65,1,12.87,7.19,3.02,51.75,59.58,No
T01758,Trenching,GRD001,Grader,6,OP006,Intermediate,6,Sunny,29.91,64.92,4.62,Rocky,Rock,43.74,402.90,Morning,8.70,3,0.00,2.96,4.58,51.75,72.08,No
T01759,Material Loading,CRN002,Crane,6,OP005,Intermediate,3,Windy,14.10,35.83,33.45,Rocky,Debris,10.97,426.91,Afternoon,0.76,0,2.50,9.48,2.43,37.95,44.93,No
T01760,Lifting,DMP001,DumpTruck,6,OP008,Beginner,0,Windy,27.26,49.44,34.73,Flat,Sand,23.90,302.34,Morning,8.95,1,0.12,17.84,4.31,44.00,68.39,Yes
T01761,Lifting,EXC003,Excavator,5,OP009,Beginner,2,Rainy,12.54,81.98,15.68,Flat,Soil,45.68,109.99,Night,9.68,1,16.25,18.25,4.36,46.00,79.06,No
T01762,Digging,GRD001,Grader,6,OP016,Expert,10,Sunny,27.64,43.16,11.41,Rocky,Rock,16.75,438.66,Morning,3.02,3,0.22,5.32,4.05,57.50,64.13,No
T01763,Trenching,DMP001,DumpTruck,6,OP004,Beginner,1,Sunny,15.96,34.30,11.11,Hilly,Rock,11.11,217.08,Night,2.63,2,15.99,11.58,4.98,51.75,79.06,No
T01764,Material Loading,CRN001,Crane,3,OP010,Beginner,0,Sunny,23.66,64.83,13.99,Muddy,Soil,5.37,422.58,Afternoon,4.73,2,15.36,15.80,2.89,36.00,54.54,No
T01765,Compacting,GRD001,Grader,6,OP007,Intermediate,3,Foggy,8.11,39.27,19.36,Rocky,Sand,41.01,288.87,Evening,9.38,3,9.96,1.43,5.89,75.90,101.71,Yes
T01766,Compacting,DMP001,DumpTruck,6,OP012,Beginner,2,Sunny,19.81,56.05,9.94,Muddy,Rock,9.67,46.92,Morning,3.49,1,6.82,10.76,6.24,66.00,98.91,No
T01767,Digging,EXC002,Excavator,2,OP010,Beginner,0,Cloudy,12.12,53.33,1.86,Muddy,Debris,47.58,179.65,Evening,8.51,1,2.99,13.85,4.58,63.00,93.51,No
T01768,Digging,BLD002,Bulldozer,5,OP001,Beginner,0,Windy,20.71,71.57,42.86,Rocky,Sand,56.73,123.46,Morning,7.09,3,3.37,18.73,5.36,63.25,98.31,Yes
T01769,Demolition,BLD001,Bulldozer,2,OP010,Beginner,0,Sunny,28.35,61.66,16.12,Rocky,Soil,52.36,28.69,Morning,5.15,3,9.33,13.40,6.87,103.50,144.36,No
T01770,Grading,EXC003,Excavator,5,OP001,Beginner,0,Cloudy,11.59,62.52,5.11,Muddy,Concrete,50.96,175.21,Morning,7.78,0,0.00,12.04,4.53,44.10,72.35,No
T01771,Digging,LDR003,Loader,8,OP009,Beginner,2,Foggy,19.41,32.36,12.09,Hilly,Sand,53.22,444.76,Morning,2.69,2,0.00,8.94,7.17,69.00,103.96,No
T01772,Lifting,EXC001,Excavator,7,OP012,Beginner,2,Sunny,17.84,39.55,5.23,Rocky,Rock,48.45,37.24,Afternoon,8.09,3,8.86,12.72,4.96,46.00,78.27,No
T01773,Trenching,BLD001,Bulldozer,2,OP006,Intermediate,6,Rainy,25.36,73.07,8.57,Muddy,Rock,47.73,387.57,Night,7.47,1,0.87,0.00,3.64,62.10,76.54,No
T01774,Digging,EXC002,Excavator,2,OP002,Expert,10,Sunny,18.29,71.04,10.77,Hilly,Sand,41.40,436.50,Morning,7.47,0,11.04,8.06,3.70,57.50,63.04,No
T01775,Material Loading,DMP002,DumpTruck,5,OP005,Intermediate,3,Rainy,24.59,83.04,10.61,Rocky,Concrete,14.06,43.08,Morning,8.78,2,3.92,4.53,3.51,39.67,55.49,No
T01776,Grading,EXC002,Excavator,2,OP012,Beginner,2,Windy,10.83,68.77,27.68,Hilly,Rock,41.35,79.35,Afternoon,9.45,1,2.20,9.27,3.84,44.27,74.17,Yes
T01777,Demolition,LDR003,Loader,8,OP014,Beginner,2,Cloudy,19.90,38.26,5.49,Rocky,Concrete,24.36,262.51,Morning,2.03,0,17.43,10.72,10.17,108.67,154.53,No
T01778,Earth Excavation,BLD002,Bulldozer,5,OP009,Beginner,2,Sunny,21.88,40.69,1.18,Sandy,Rock,38.18,92.87,Night,2.06,1,5.10,10.12,5.77,66.00,93.09,No
T01779,Demolition,LDR001,Loader,1,OP008,Beginner,0,Sunny,20.16,60.00,0.00,Flat,Concrete,21.91,94.54,Afternoon,5.33,2,10.35,13.24,6.47,90.00,122.20,No
T01780,Digging,BLD002,Bulldozer,5,OP008,Beginner,0,Foggy,20.12,50.59,13.85,Flat,Concrete,58.28,254.76,Morning,7.57,3,0.00,12.32,4.82,60.00,89.03,Yes
T01781,Earth Excavation,DMP001,DumpTruck,6,OP001,Beginner,0,Sunny,30.20,52.87,12.84,Flat,Sand,25.53,101.47,Morning,8.21,0,7.45,20.22,6.40,60.00,99.14,No
T01782,Grading,EXC001,Excavator,7,OP005,Intermediate,3,Cloudy,21.61,54.53,12.37,Flat,Sand,41.89,367.27,Afternoon,1.73,3,0.55,11.36,2.49,36.75,42.93,No
T01783,Compacting,DMP001,DumpTruck,6,OP013,Intermediate,3,Cloudy,20.33,55.10,11.41,Flat,Rock,58.98,496.24,Morning,3.56,0,7.81,9.88,4.30,57.75,68.87,No
T01784,Trenching,GRD002,Grader,6,OP009,Beginner,2,Sunny,28.63,57.93,10.02,Flat,Sand,35.54,384.11,Morning,1.01,3,0.80,14.39,3.44,45.00,62.80,No
T01785,Material Loading,GRD002,Grader,6,OP018,Intermediate,4,Rainy,10.42,73.12,8.01,Rocky,Soil,18.63,152.45,Night,5.60,2,14.05,7.44,2.92,39.67,49.99,No
T01786,Earth Excavation,BLD001,Bulldozer,2,OP018,Intermediate,4,Sunny,22.81,45.96,10.78,Flat,Debris,8.91,27.11,Afternoon,9.20,1,12.31,5.54,5.09,60.00,89.42,Yes
T01787,Lifting,LDR001,Loader,1,OP010,Beginner,0,Windy,22.04,45.98,37.43,Hilly,Sand,11.58,99.15,Morning,2.86,1,13.17,11.16,3.32,50.60,71.09,No
T01788,Demolition,LDR001,Loader,1,OP016,Expert,10,Rainy,17.48,77.42,13.19,Hilly,Debris,41.72,273.12,Night,1.24,3,0.41,9.13,5.25,119.02,98.97,No
T01789,Demolition,BLD002,Bulldozer,5,OP003,Beginner,2,Sunny,23.83,34.12,16.33,Rocky,Debris,23.72,392.74,Night,3.21,1,4.57,11.07,8.70,103.50,151.20,No
T01790,Digging,EXC002,Excavator,2,OP017,Intermediate,6,Sunny,24.58,44.65,18.54,Flat,Concrete,34.28,488.09,Night,4.10,2,11.16,6.20,3.08,50.00,60.06,No
T01791,Grading,EXC003,Excavator,5,OP012,Beginner,2,Rainy,25.70,72.14,3.39,Hilly,Soil,40.19,483.33,Evening,8.85,3,0.00,16.48,4.78,46.29,80.58,No
T01792,Lifting,CRN002,Crane,6,OP013,Intermediate,3,Cloudy,17.44,35.26,9.88,Muddy,Debris,29.82,233.91,Evening,6.11,2,4.00,5.74,3.36,50.40,63.73,No
T01793,Earth Excavation,EXC002,Excavator,2,OP015,Expert,9,Sunny,14.18,41.93,27.73,Sandy,Debris,6.25,319.81,Evening,6.93,3,0.98,0.00,3.78,66.00,66.83,No
T01794,Material Loading,BLD003,Bulldozer,5,OP007,Intermediate,3,Cloudy,15.88,48.79,8.86,Flat,Concrete,9.40,44.89,Evening,2.19,3,12.08,4.89,2.05,31.50,34.47,No
T01795,Material Loading,BLD001,Bulldozer,2,OP008,Beginner,0,Sunny,22.03,41.05,6.24,Sandy,Rock,30.19,63.37,Morning,5.03,1,17.72,14.82,3.23,33.00,50.46,No
T01796,Compacting,LDR001,Loader,1,OP018,Intermediate,4,Sunny,18.93,50.12,13.98,Rocky,Rock,54.31,209.68,Night,2.49,0,11.97,6.30,3.26,63.25,63.43,Yes
T01797,Material Loading,GRD001,Grader,6,OP011,Intermediate,3,Sunny,20.48,62.23,7.59,Rocky,Debris,29.77,290.13,Morning,6.93,1,8.74,8.13,2.77,34.50,50.92,No
T01798,Earth Excavation,EXC001,Excavator,7,OP002,Expert,10,Windy,18.21,44.10,31.98,Hilly,Rock,19.16,329.97,Evening,1.50,0,8.23,10.25,5.26,75.90,75.89,No
T01799,Earth Excavation,BLD002,Bulldozer,5,OP002,Expert,10,Sunny,25.58,67.00,22.80,Muddy,Sand,59.18,327.01,Night,7.61,3,5.46,9.10,4.51,72.00,71.29,No
T01800,Digging,LDR003,Loader,8,OP019,Intermediate,6,Rainy,5.07,70.58,10.63,Muddy,Debris,28.66,452.76,Morning,0.39,0,0.00,8.40,4.85,69.00,77.45,Yes
T01801,Grading,EXC001,Excavator,7,OP014,Beginner,2,Rainy,19.93,100.00,1.27,Muddy,Debris,53.88,481.40,Night,8.97,0,6.25,8.52,5.28,48.30,81.21,No
T01802,Demolition,LDR001,Loader,1,OP017,Intermediate,6,Sunny,27.09,29.05,9.54,Muddy,Concrete,12.59,46.21,Night,0.85,0,8.35,7.05,5.85,108.00,111.15,No
T01803,Trenching,GRD002,Grader,6,OP004,Beginner,1,Sunny,12.16,48.59,10.45,Hilly,Concrete,41.26,124.84,Morning,0.21,2,6.82,9.23,4.71,51.75,76.76,No
T01804,Trenching,GRD002,Grader,6,OP017,Intermediate,6,Cloudy,23.69,67.41,3.78,Hilly,Sand,17.63,239.65,Morning,1.16,3,2.53,6.87,4.60,54.34,69.86,No
T01805,Trenching,GRD001,Grader,6,OP020,Intermediate,6,Sunny,35.20,32.73,6.63,Rocky,Concrete,5.91,91.61,Afternoon,5.09,0,5.53,9.17,3.52,51.75,64.46,No
T01806,Material Loading,LDR003,Loader,8,OP001,Beginner,0,Windy,24.70,49.00,32.38,Sandy,Debris,18.87,430.84,Afternoon,9.73,3,3.63,11.88,4.37,36.30,69.02,Yes
T01807,Trenching,LDR003,Loader,8,OP013,Intermediate,3,Windy,21.44,55.71,30.97,Flat,Debris,27.18,322.97,Afternoon,6.64,0,0.00,7.20,4.22,49.50,70.21,No
T01808,Compacting,BLD002,Bulldozer,5,OP009,Beginner,2,Sunny,17.60,56.35,10.23,Flat,Sand,59.97,147.54,Morning,8.83,1,14.74,12.98,5.03,55.00,87.59,No
T01809,Material Loading,LDR002,Loader,4,OP016,Expert,10,Foggy,13.02,68.14,16.63,Muddy,Sand,58.64,435.19,Afternoon,6.82,1,0.00,12.44,2.15,43.20,44.38,No
T01810,Digging,LDR002,Loader,4,OP008,Beginner,0,Rainy,17.97,62.94,18.92,Flat,Sand,50.27,386.07,Afternoon,6.25,2,9.71,17.25,4.58,57.50,91.21,No
T01811,Grading,BLD002,Bulldozer,5,OP008,Beginner,0,Snowy,3.91,45.36,8.10,Rocky,Debris,12.42,336.33,Afternoon,7.17,1,11.03,11.53,5.09,52.32,86.09,No
T01812,Trenching,EXC001,Excavator,7,OP006,Intermediate,6,Sunny,27.61,53.50,6.49,Muddy,Debris,52.57,453.16,Evening,3.29,0,0.00,6.98,4.61,54.00,75.35,No
T01813,Digging,EXC003,Excavator,5,OP007,Intermediate,3,Rainy,14.55,58.83,1.74,Hilly,Soil,23.18,404.45,Morning,7.50,1,12.87,5.42,4.43,66.12,77.22,No
T01814,Lifting,BLD001,Bulldozer,2,OP001,Beginner,0,Cloudy,4.57,67.80,9.55,Flat,Soil,54.52,410.49,Night,2.94,2,0.99,9.61,3.43,42.00,63.33,No
T01815,Material Loading,DMP002,DumpTruck,5,OP002,Expert,10,Windy,20.99,37.56,34.71,Flat,Sand,7.44,456.89,Afternoon,2.69,0,10.23,7.83,2.00,33.00,33.70,No
T01816,Lifting,EXC003,Excavator,5,OP001,Beginner,0,Sunny,35.54,32.70,17.56,Hilly,Concrete,28.99,388.60,Evening,8.29,3,12.15,9.29,4.13,46.00,71.78,Yes
T01817,Compacting,DMP002,DumpTruck,5,OP018,Intermediate,4,Cloudy,10.85,45.48,9.99,Muddy,Concrete,19.63,316.81,Evening,8.05,3,3.79,3.13,4.94,69.30,84.19,No
T01818,Compacting,BLD002,Bulldozer,5,OP004,Beginner,1,Sunny,21.71,61.25,0.75,Flat,Sand,46.04,165.90,Afternoon,2.50,1,4.36,12.85,3.96,55.00,72.70,No
T01819,Digging,BLD003,Bulldozer,5,OP001,Beginner,0,Sunny,14.96,83.67,0.91,Flat,Concrete,6.99,389.50,Evening,7.13,2,9.74,4.88,4.42,50.00,71.59,No
T01820,Material Loading,DMP002,DumpTruck,5,OP017,Intermediate,6,Cloudy,11.59,59.25,8.25,Sandy,Rock,49.88,365.76,Night,0.73,0,0.24,10.39,2.36,34.65,37.59,No
T01821,Demolition,BLD003,Bulldozer,5,OP009,Beginner,2,Rainy,20.05,98.33,10.47,Flat,Concrete,39.72,170.59,Afternoon,6.13,3,0.00,11.35,9.12,103.50,153.44,No
T01822,Compacting,EXC001,Excavator,7,OP011,Intermediate,3,Windy,13.99,53.87,29.70,Sandy,Soil,55.08,141.90,Evening,8.46,2,8.11,2.62,5.39,66.55,90.45,Yes
T01823,Compacting,CRN001,Crane,3,OP002,Expert,10,Foggy,19.24,75.06,4.47,Rocky,Rock,53.11,464.57,Morning,5.48,2,0.00,0.00,4.08,75.90,78.95,No
T01824,Material Loading,DMP001,DumpTruck,6,OP012,Beginner,2,Cloudy,20.66,50.59,11.05,Flat,Debris,22.77,358.68,Night,8.88,2,0.00,15.18,3.23,31.50,55.93,No
T01825,Material Loading,BLD001,Bulldozer,2,OP018,Intermediate,4,Foggy,22.31,40.94,0.74,Hilly,Sand,18.15,335.13,Evening,6.80,3,7.38,7.39,3.17,41.40,52.06,No
T01826,Earth Excavation,CRN002,Crane,6,OP015,Expert,9,Cloudy,22.91,50.22,3.72,Flat,Soil,54.34,168.37,Afternoon,9.90,1,0.00,2.10,4.08,63.00,68.43,No
T01827,Digging,GRD001,Grader,6,OP004,Beginner,1,Sunny,17.92,36.00,11.13,Sandy,Sand,16.26,286.53,Afternoon,9.61,2,13.30,9.84,5.31,55.00,92.85,No
T01828,Lifting,EXC001,Excavator,7,OP007,Intermediate,3,Sunny,18.86,51.98,14.66,Flat,Debris,38.59,485.01,Night,7.67,3,2.14,5.28,3.21,40.00,54.50,No
T01829,Demolition,BLD002,Bulldozer,5,OP004,Beginner,1,Windy,30.01,60.61,44.08,Flat,Soil,30.77,470.82,Morning,5.63,2,0.00,6.62,8.50,99.00,150.89,No
T01830,Lifting,CRN001,Crane,3,OP014,Beginner,2,Foggy,13.16,49.91,19.99,Hilly,Soil,24.17,199.78,Afternoon,7.06,0,8.13,7.72,4.53,55.20,84.23,Yes
T01831,Demolition,GRD002,Grader,6,OP014,Beginner,2,Sunny,22.43,73.64,1.39,Flat,Soil,29.76,47.10,Evening,7.23,1,5.27,7.35,8.01,90.00,135.40,No
T01832,Lifting,EXC003,Excavator,5,OP012,Beginner,2,Sunny,25.51,28.55,15.17,Flat,Soil,53.74,119.78,Evening,2.56,0,13.72,7.96,3.52,40.00,56.98,No
T01833,Grading,LDR002,Loader,4,OP007,Intermediate,3,Sunny,20.17,59.14,15.20,Hilly,Debris,49.99,426.01,Night,7.93,1,17.27,7.96,3.25,40.25,56.95,No
T01834,Digging,GRD002,Grader,6,OP019,Intermediate,6,Sunny,21.43,49.09,10.98,Muddy,Rock,54.33,385.51,Afternoon,8.43,1,12.55,9.53,4.27,60.00,77.37,No
T01835,Material Loading,DMP001,DumpTruck,6,OP016,Expert,10,Cloudy,21.97,51.65,12.11,Rocky,Sand,39.00,213.81,Night,0.82,3,0.00,4.12,1.63,36.22,37.19,No
T01836,Trenching,LDR003,Loader,8,OP002,Expert,10,Rainy,8.37,92.37,15.05,Muddy,Debris,37.27,123.65,Night,5.81,1,0.00,9.99,4.18,62.10,66.81,No
T01837,Material Loading,GRD001,Grader,6,OP015,Expert,9,Rainy,10.50,73.74,20.23,Flat,Concrete,29.87,372.71,Morning,3.63,1,14.57,12.92,1.68,34.50,36.98,No
T01838,Demolition,EXC001,Excavator,7,OP008,Beginner,0,Cloudy,19.64,68.22,9.64,Rocky,Debris,59.00,355.43,Night,5.59,0,0.00,18.20,9.40,108.67,159.57,Yes
T01839,Lifting,GRD001,Grader,6,OP011,Intermediate,3,Windy,21.83,50.32,34.64,Rocky,Debris,39.96,324.65,Night,5.33,2,8.67,5.38,3.59,50.60,65.84,No
T01840,Digging,BLD001,Bulldozer,2,OP005,Intermediate,3,Cloudy,13.04,68.18,13.98,Muddy,Rock,47.49,300.91,Afternoon,1.75,1,2.80,3.33,3.36,63.00,71.44,No
T01841,Earth Excavation,BLD001,Bulldozer,2,OP007,Intermediate,3,Cloudy,11.39,54.01,0.00,Flat,Soil,34.96,471.58,Afternoon,0.64,1,16.99,0.00,3.66,63.00,73.23,No
T01842,Grading,LDR003,Loader,8,OP008,Beginner,0,Cloudy,13.74,83.12,8.06,Flat,Rock,18.44,490.23,Afternoon,3.51,2,0.00,10.40,3.59,36.75,58.19,No
T01843,Grading,EXC002,Excavator,2,OP017,Intermediate,6,Cloudy,26.68,35.12,14.65,Rocky,Rock,50.67,21.40,Afternoon,0.89,2,8.60,1.10,2.24,42.26,45.88,No
T01844,Grading,EXC002,Excavator,2,OP004,Beginner,1,Cloudy,21.93,60.16,15.65,Hilly,Debris,31.12,445.28,Afternoon,6.45,2,2.46,10.93,2.91,42.26,54.67,No
T01845,Grading,CRN002,Crane,6,OP019,Intermediate,6,Cloudy,17.84,55.89,8.17,Flat,Sand,49.50,403.98,Evening,4.50,0,3.71,3.92,3.29,36.75,49.73,No
T01846,Material Loading,LDR003,Loader,8,OP017,Intermediate,6,Sunny,22.24,42.20,17.92,Muddy,Soil,58.41,280.18,Evening,4.08,3,11.01,10.24,2.99,36.00,46.36,No
T01847,Trenching,CRN001,Crane,3,OP004,Beginner,1,Sunny,25.55,37.09,6.13,Rocky,Sand,32.60,133.09,Evening,0.83,2,1.87,18.39,3.77,51.75,68.96,No
T01848,Material Loading,BLD001,Bulldozer,2,OP017,Intermediate,6,Rainy,19.09,92.79,22.68,Flat,Soil,14.45,92.98,Night,8.85,3,0.00,8.63,2.50,34.50,47.73,No
T01849,Material Loading,EXC001,Excavator,7,OP019,Intermediate,6,Rainy,18.66,67.12,13.23,Hilly,Concrete,41.75,487.16,Night,3.26,3,0.00,10.56,3.15,39.67,52.27,No
T01850,Compacting,BLD003,Bulldozer,5,OP012,Beginner,2,Foggy,19.16,31.80,5.68,Flat,Soil,36.10,336.02,Morning,1.34,3,0.00,9.19,4.87,66.00,89.84,Yes
T01851,Compacting,CRN001,Crane,3,OP011,Intermediate,3,Cloudy,19.15,48.42,0.27,Sandy,Debris,20.56,293.53,Afternoon,0.30,1,13.68,7.30,3.59,63.53,75.40,No
T01852,Digging,BLD003,Bulldozer,5,OP008,Beginner,0,Cloudy,20.93,59.21,6.42,Sandy,Concrete,37.56,210.97,Night,4.97,1,10.67,9.17,5.38,57.75,89.65,No
T01853,Lifting,GRD001,Grader,6,OP020,Intermediate,6,Rainy,22.70,82.63,7.45,Sandy,Rock,27.44,402.73,Morning,9.65,3,4.30,4.24,4.33,50.60,71.24,No
T01854,Earth Excavation,DMP002,DumpTruck,5,OP017,Intermediate,6,Sunny,21.96,31.42,6.88,Hilly,Soil,51.79,165.01,Evening,3.77,0,8.53,9.83,4.88,69.00,84.23,No
T01855,Trenching,GRD002,Grader,6,OP013,Intermediate,3,Windy,11.75,52.23,47.24,Flat,Debris,15.84,383.82,Night,2.02,0,1.36,0.96,3.95,49.50,65.55,No
T01856,Earth Excavation,EXC003,Excavator,5,OP018,Intermediate,4,Sunny,32.80,54.72,13.01,Muddy,Soil,10.53,325.62,Evening,8.44,3,13.12,0.00,5.23,72.00,87.10,No
T01857,Lifting,EXC003,Excavator,5,OP016,Expert,10,Sunny,19.01,66.92,15.61,Hilly,Concrete,15.50,301.56,Afternoon,6.21,1,6.10,7.41,3.05,46.00,46.32,No
T01858,Earth Excavation,BLD003,Bulldozer,5,OP003,Beginner,2,Foggy,19.45,51.25,7.60,Rocky,Sand,42.25,312.58,Afternoon,7.46,1,0.83,14.19,7.37,82.80,125.74,No
T01859,Demolition,DMP001,DumpTruck,6,OP014,Beginner,2,Cloudy,18.73,61.54,10.20,Flat,Rock,15.41,415.47,Morning,5.05,3,17.78,13.57,8.24,94.50,144.99,No
T01860,Demolition,GRD002,Grader,6,OP010,Beginner,0,Foggy,18.14,39.73,12.01,Hilly,Debris,55.19,314.83,Evening,0.17,3,16.28,10.35,10.83,124.20,176.36,No
T01861,Digging,CRN001,Crane,3,OP002,Expert,10,Rainy,15.07,70.22,5.99,Muddy,Soil,13.74,184.17,Afternoon,6.93,1,12.06,6.52,4.50,69.00,76.84,No
T01862,Digging,CRN002,Crane,6,OP015,Expert,9,Windy,18.30,67.93,29.29,Hilly,Soil,39.93,449.42,Afternoon,0.19,1,7.74,8.73,3.58,63.25,55.17,No
T01863,Grading,EXC002,Excavator,2,OP016,Expert,10,Sunny,16.51,32.85,13.75,Hilly,Sand,16.79,102.15,Morning,8.52,2,0.00,0.80,2.51,40.25,49.31,No
T01864,Demolition,LDR003,Loader,8,OP001,Beginner,0,Sunny,22.92,40.93,3.51,Muddy,Soil,32.62,349.69,Evening,3.01,0,10.87,9.70,10.75,108.00,162.63,No
T01865,Earth Excavation,LDR002,Loader,4,OP006,Intermediate,6,Foggy,10.63,49.37,9.45,Flat,Debris,31.14,124.41,Night,0.90,1,3.20,10.21,5.13,72.00,85.07,No
T01866,Compacting,GRD001,Grader,6,OP020,Intermediate,6,Foggy,13.82,49.15,3.11,Sandy,Soil,43.92,447.24,Morning,8.65,0,0.75,11.83,5.92,72.60,102.79,No
T01867,Material Loading,CRN002,Crane,6,OP012,Beginner,2,Rainy,20.75,77.70,6.92,Sandy,Soil,49.79,284.48,Evening,1.04,3,3.52,12.26,2.95,37.95,53.61,Yes
T01868,Trenching,BLD002,Bulldozer,5,OP007,Intermediate,3,Cloudy,8.46,24.64,17.05,Muddy,Rock,7.56,444.00,Morning,0.13,1,4.22,6.88,4.06,56.70,60.42,Yes
T01869,Grading,LDR001,Loader,1,OP009,Beginner,2,Cloudy,18.14,55.92,4.33,Muddy,Sand,12.49,117.86,Evening,0.21,1,7.06,14.79,2.87,44.10,58.70,No
T01870,Grading,EXC003,Excavator,5,OP005,Intermediate,3,Windy,7.57,35.68,31.09,Rocky,Rock,49.12,165.85,Morning,1.05,2,5.39,3.42,3.29,44.27,54.01,No
T01871,Trenching,CRN001,Crane,3,OP012,Beginner,2,Rainy,14.67,62.53,12.95,Muddy,Soil,49.71,303.93,Morning,5.18,3,3.37,9.87,5.33,62.10,91.98,Yes
T01872,Compacting,CRN002,Crane,6,OP004,Beginner,1,Snowy,0.04,59.56,8.48,Rocky,Rock,57.91,103.10,Night,5.68,3,2.19,12.64,7.16,82.22,116.16,No
T01873,Lifting,BLD001,Bulldozer,2,OP002,Expert,10,Cloudy,9.67,41.76,9.25,Flat,Soil,35.78,297.31,Evening,8.92,2,14.25,3.22,2.54,42.00,49.98,No
T01874,Trenching,EXC002,Excavator,2,OP002,Expert,10,Sunny,19.06,58.09,16.26,Sandy,Rock,29.26,238.23,Night,2.17,3,0.00,0.00,2.24,49.50,43.62,No
T01875,Grading,LDR002,Loader,4,OP002,Expert,10,Cloudy,16.94,46.15,0.00,Rocky,Rock,38.51,114.49,Afternoon,7.87,3,12.42,4.56,2.76,42.26,46.14,Yes
T01876,Earth Excavation,BLD003,Bulldozer,5,OP012,Beginner,2,Sunny,17.94,26.22,3.66,Muddy,Soil,35.76,353.84,Morning,1.36,1,4.46,13.61,5.91,72.00,104.77,Yes
T01877,Digging,BLD003,Bulldozer,5,OP012,Beginner,2,Rainy,10.34,84.38,14.63,Muddy,Sand,34.67,277.95,Evening,7.88,2,12.01,14.84,6.11,69.00,104.22,No
T01878,Grading,GRD002,Grader,6,OP018,Intermediate,4,Sunny,23.16,39.01,8.06,Rocky,Concrete,58.17,300.82,Morning,1.73,3,5.71,8.28,2.80,40.25,44.83,No
T01879,Trenching,BLD002,Bulldozer,5,OP008,Beginner,0,Windy,25.22,36.20,47.36,Muddy,Debris,21.71,108.18,Afternoon,4.11,0,8.20,8.73,4.51,59.40,78.73,No
T01880,Material Loading,GRD001,Grader,6,OP017,Intermediate,6,Windy,14.34,48.47,45.53,Hilly,Rock,33.70,489.32,Morning,0.01,2,6.32,5.87,2.82,37.95,43.90,No
T01881,Grading,EXC003,Excavator,5,OP007,Intermediate,3,Windy,26.86,53.34,44.24,Hilly,Soil,55.75,338.42,Morning,6.26,2,9.29,6.51,3.73,44.27,55.97,No
